,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
33,Charlie Austin,ENG,"FW,MF",West Brom,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.29,0.0,0.29,0.29,0.29,23,34,67.6,297,111,17,20,85.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3,34,32,1,0,0,0,0,0,0,0,0,0,23,1,1,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,1,2,1,1,3,33.3,2,0,0,0,3,7,4,0,55,4,8,22,26,3,55,1,2,50.0,4,2,34,3,28,4.0,0.0,0,5,28.0,3,0.4,2,5,-3,-1.96,-0.91,0.7,5.1,-4.4,-2.86,-2.1,0,0,2,1,0,2,0,0,0,4,6,13,31.6,0,3,0,0.0,1.96,0.0,0.0,0.0,20.3,0,0.15,-0.4,-0.4
34,Jordan Ayew,GHA,"FW,MF",Crystal Palace,28,1991,33,23,2096,23.3,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.2,2.2,0.7,2.9,0.09,0.03,0.13,0.09,0.13,519,667,77.8,6434,1218,323,368,87.8,136,177,76.8,13,25,52.0,3,0.7,1.4,2.3,13,23,12,2,22,667,656,10,3,1,3,31,2,0,0,0,0,519,1,30,39,1.67,26,0,2,5,6,0,7,0.3,5,0,0,1,1,0,38,26,8,16,14,16,44,36.4,28,28,2,26,16,54,12,0,967,17,139,473,376,56,967,52,89,58.4,82,60,704,87,64,61.3,84.0,12,10,17.0,3,1.09,21,42,-21,-0.9,-0.63,16.5,36.8,-20.3,-0.87,-0.61,0,45,63,5,31,26,0,0,0,108,29,94,23.6,1,26,11,42.3,1.12,0.47,0.04,0.09,17.6,0,0.08,-1.2,-1.2
35,Luke Ayling,ENG,DF,Leeds United,28,1991,38,38,3399,37.8,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,3.2,4.9,0.05,0.08,0.13,0.05,0.13,2161,2770,78.0,39595,16160,910,1029,88.4,956,1148,83.3,248,451,55.0,0,3.2,3.2,-3.2,27,179,32,12,156,2770,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46,53,1.4,42,2,3,1,3,2,4,0.11,4,0,0,0,0,0,108,61,69,30,9,49,87,56.3,38,53,36,17,36,144,96,5,3186,235,1337,1389,491,67,3186,41,59,69.5,55,21,2024,56,89,99.4,89.0,37,0,0.0,0,1.55,62,54,8,0.21,0.21,54.9,57.4,-2.4,-0.06,-0.92,0,29,54,2,82,61,0,1,0,279,65,65,50.0,0,24,6,25.0,0.64,0.16,0.0,0.0,18.7,0,0.07,-1.7,-1.7
36,Cesar Azpilicueta,ESP,DF,Chelsea,30,1989,26,24,2188,24.3,1,2,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,0.7,0.7,2.5,3.2,0.03,0.1,0.13,0.03,0.13,1787,2081,85.9,27154,9701,935,1012,92.4,739,822,89.9,62,134,46.3,2,2.5,2.4,-0.5,27,123,22,3,86,2081,1892,185,32,3,0,37,153,0,0,0,0,1787,4,31,51,2.1,44,2,0,1,1,3,5,0.21,4,0,0,1,0,0,53,28,22,24,7,19,37,51.4,18,30,5,25,28,81,62,2,2279,113,807,1051,437,38,2279,6,14,42.9,17,6,1602,46,84,64.0,89.0,20,2,26.0,12,1.92,39,20,19,0.78,0.56,40.5,18.2,22.3,0.92,0.19,0,32,14,5,37,28,0,0,0,131,55,44,55.6,1,11,4,36.4,0.45,0.16,0.09,0.25,16.9,0,0.06,0.3,0.3
37,Eric Bailly,CIV,DF,Manchester Utd,26,1994,12,10,916,10.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,497,564,88.1,9002,3349,185,200,92.5,268,299,89.6,37,49,75.5,0,0.0,0.1,0.0,0,26,0,0,33,564,552,11,10,0,1,0,1,0,0,0,0,497,1,3,4,0.39,4,0,0,0,0,0,1,0.1,1,0,0,0,0,0,5,5,3,1,1,0,1,0.0,1,13,11,2,13,18,36,2,649,90,337,304,13,3,649,4,4,100.0,7,0,423,0,76,26.8,90.0,9,2,11.0,14,1.92,16,17,-1,-0.1,-1.18,15.1,13.8,1.3,0.13,-0.49,0,10,4,0,0,5,0,0,0,73,24,17,58.5,0,2,0,0.0,0.2,0.0,0.0,0.0,11.2,0,0.05,-0.1,-0.1
38,Fabian Balbuena,PAR,DF,West Ham,28,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.0,0.08,0.08,0.08,0.7,0.7,0.0,0.7,0.05,0.0,0.05,0.05,0.05,362,488,74.2,7770,3294,105,127,82.7,199,225,88.4,55,119,46.2,0,0.0,0.1,0.0,0,30,1,0,21,488,463,22,22,1,9,3,0,0,0,0,0,362,3,4,4,0.3,2,0,0,0,0,2,0,0.0,0,0,0,0,0,0,24,12,23,1,0,14,23,60.9,9,23,6,17,25,49,63,0,629,91,319,293,23,10,629,1,2,50.0,3,0,330,2,86,35.0,89.0,12,1,38.0,20,1.71,21,19,2,0.15,-0.38,15.9,19.0,-3.1,-0.23,-0.63,0,12,3,0,3,12,0,0,0,73,21,17,55.3,1,8,2,25.0,0.6,0.15,0.13,0.5,10.0,0,0.08,0.3,0.3
39,George Baldock,GRE,DF,Sheffield Utd,27,1993,32,32,2787,31.0,0,2,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,2.9,4.0,0.04,0.09,0.13,0.04,0.13,888,1153,77.0,11908,3742,582,647,90.0,229,305,75.1,36,98,36.7,2,2.9,1.8,-0.9,18,47,23,7,48,1153,954,197,5,1,1,62,192,0,0,0,0,888,2,47,36,1.16,30,1,1,3,0,1,2,0.06,1,0,0,1,0,0,47,34,28,14,5,21,50,42.0,29,26,7,19,25,72,70,1,1422,93,385,494,564,45,1422,17,33,51.5,33,20,770,64,87,81.5,87.0,30,0,0.0,3,0.63,14,51,-37,-1.19,-0.34,25.1,53.5,-28.4,-0.92,-0.75,0,46,21,10,62,34,0,0,0,127,26,28,48.1,0,13,2,15.4,0.42,0.06,0.0,0.0,16.8,0,0.09,-1.2,-1.2
40,Gareth Bale,WAL,FW,Tottenham,31,1989,20,10,920,10.2,11,2,11,0,0,1,0,1.08,0.2,1.27,1.08,1.27,5.8,5.8,1.8,7.6,0.57,0.18,0.74,0.57,0.74,285,416,68.5,5015,1496,142,173,82.1,87,126,69.0,41,72,56.9,2,1.8,1.2,0.2,21,24,17,3,29,416,386,29,7,2,12,40,9,13,11,1,0,285,1,14,47,4.59,26,7,9,3,2,0,6,0.59,3,1,0,2,0,0,17,10,4,9,4,7,14,50.0,7,13,2,11,8,25,16,0,549,19,79,245,235,41,549,27,49,55.1,17,7,388,59,46,26.9,71.0,0,10,21.0,10,1.45,21,12,9,0.88,0.38,15.9,9.4,6.5,0.63,0.73,0,9,9,5,40,10,0,0,0,38,23,11,67.6,11,38,19,50.0,3.72,1.86,0.29,0.58,18.7,7,0.17,5.2,5.2
41,Patrick Bamford,ENG,FW,Leeds United,26,1993,38,37,3050,33.9,17,7,15,2,2,3,0,0.5,0.21,0.71,0.44,0.65,18.2,16.6,3.5,20.2,0.54,0.1,0.64,0.49,0.6,394,516,76.4,4378,832,238,290,82.1,85,111,76.6,6,10,60.0,7,3.5,1.7,3.5,30,18,11,1,25,516,422,90,1,2,0,3,0,2,0,0,0,394,4,14,64,1.89,45,0,5,10,4,0,16,0.47,9,0,2,2,3,0,21,9,2,11,8,8,27,29.6,19,14,4,10,10,31,37,0,844,47,80,383,391,159,842,19,40,47.5,81,21,548,166,80,89.2,81.0,24,1,45.0,0,1.55,51,50,1,0.03,-1.67,50.4,50.7,-0.3,-0.01,0.47,0,36,23,18,3,9,3,0,0,59,47,73,39.2,17,105,46,43.8,3.1,1.36,0.14,0.33,13.2,0,0.16,-1.2,-1.6
42,Phil Bardsley,SCO,DF,Burnley,35,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,104,162,64.2,1713,640,50,56,89.3,41,63,65.1,11,30,36.7,0,0.0,0.1,0.0,0,6,4,2,7,162,119,41,0,0,0,10,41,0,0,0,0,104,2,5,4,1.31,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0,6,5,4,2,0,3,6,50.0,3,3,1,2,6,12,12,0,193,12,58,100,37,1,193,3,4,75.0,1,1,92,1,69,8.0,90.0,3,1,4.0,23,0.75,3,8,-5,-1.64,-1.16,2.3,3.8,-1.5,-0.49,-0.09,0,8,4,0,10,5,0,0,0,14,6,2,75.0,0,3,0,0.0,0.99,0.0,0.0,0.0,21.5,0,0.03,-0.1,-0.1
43,Ross Barkley,ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.1,3.1,4.2,7.3,0.18,0.24,0.43,0.18,0.43,640,795,80.5,10363,2800,330,383,86.2,214,255,83.9,65,97,67.0,1,4.2,2.4,-3.2,39,46,25,0,60,795,685,108,21,0,4,61,6,56,23,9,7,640,2,11,76,4.47,43,19,8,2,2,2,5,0.29,2,1,0,1,1,0,6,2,2,4,0,3,15,20.0,12,9,1,8,5,11,6,1,940,16,112,415,425,53,940,29,43,67.4,38,32,650,60,64,44.8,77.0,6,6,26.0,4,1.08,26,24,2,0.12,-0.22,22.5,24.0,-1.5,-0.09,-0.22,0,12,17,5,61,2,1,0,0,70,21,22,48.8,3,38,11,28.9,2.23,0.65,0.08,0.27,18.7,2,0.08,-0.1,-0.1
44,Ross Barkley,ENG,"FW,MF",Chelsea,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.19,0.24,0.05,0.24,23,27,85.2,437,98,11,14,78.6,7,8,87.5,5,5,100.0,0,0.1,0.0,-0.1,1,1,1,0,2,27,27,0,0,0,1,0,0,0,0,0,0,23,0,0,2,4.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,32,1,7,18,8,0,32,1,1,100.0,2,1,25,2,21,1.2,0.0,0,2,21.0,1,1.5,1,0,1,2.14,1.58,0.3,0.9,-0.6,-1.33,-2.2,0,2,2,1,0,0,0,0,0,6,2,1,66.7,0,1,1,100.0,2.14,2.14,0.0,0.0,35.9,0,0.02,0.0,0.0
45,Ashley Barnes,ENG,FW,Burnley,30,1989,22,15,1331,14.8,3,0,2,1,1,4,0,0.2,0.0,0.2,0.14,0.14,4.1,3.3,0.8,4.1,0.27,0.05,0.33,0.22,0.27,189,315,60.0,2362,506,124,170,72.9,38,63,60.3,8,22,36.4,0,0.8,0.8,-0.8,18,15,6,1,15,315,310,2,1,0,3,8,0,0,0,0,0,189,3,11,41,2.77,28,0,0,6,5,2,2,0.13,0,0,0,1,1,0,12,6,2,6,4,3,13,23.1,10,14,2,12,5,17,11,0,479,11,41,205,234,62,478,1,2,50.0,44,21,373,77,61,38.9,81.0,5,7,16.0,3,1.09,11,19,-8,-0.54,0.06,15.5,18.1,-2.6,-0.17,0.38,0,46,49,17,8,6,1,0,0,41,60,82,42.3,3,37,12,32.4,2.5,0.81,0.05,0.17,16.8,0,0.09,-1.1,-1.3
46,Harvey Barnes,ENG,"FW,MF",Leicester City,22,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.6,0.42,0.6,5.9,5.9,1.6,7.5,0.27,0.07,0.35,0.27,0.35,459,637,72.1,6331,1534,272,343,79.3,135,171,78.9,20,37,54.1,4,1.6,2.4,2.4,26,38,17,1,42,637,632,2,0,2,3,27,2,0,0,0,0,459,3,25,72,3.33,49,0,7,8,7,1,10,0.46,8,0,1,0,1,0,19,9,11,3,5,5,22,22.7,17,16,3,13,8,27,11,0,901,13,107,340,474,96,901,40,89,44.9,58,31,701,115,78,56.9,84.0,15,3,31.0,1,1.84,36,25,11,0.51,0.08,29.0,25.0,4.0,0.19,-0.17,0,16,33,1,27,9,0,0,0,86,24,32,42.9,9,56,25,44.6,2.59,1.16,0.16,0.36,17.5,0,0.11,3.1,3.1
47,Kyle Bartley,ENG,DF,West Brom,29,1991,30,28,2584,28.7,3,1,3,0,0,4,0,0.1,0.03,0.14,0.1,0.14,2.5,2.5,1.4,3.9,0.09,0.05,0.14,0.09,0.14,647,842,76.8,12274,4688,223,266,83.8,345,412,83.7,64,131,48.9,1,1.4,0.9,-0.4,7,47,4,0,31,842,805,34,23,0,7,1,11,0,0,0,0,647,3,5,17,0.59,11,0,0,2,0,4,3,0.1,2,0,0,0,0,1,27,16,14,10,3,11,23,47.8,12,50,35,15,38,65,159,1,1168,265,714,391,69,38,1168,4,4,100.0,9,2,511,3,86,75.6,90.0,27,2,35.0,3,0.73,31,53,-22,-0.77,1.28,31.1,52.4,-21.3,-0.74,0.42,0,30,8,5,1,16,0,1,0,137,105,56,65.2,3,14,5,35.7,0.49,0.17,0.21,0.6,9.0,0,0.18,0.5,0.5
48,Chris Basham,ENG,"DF,MF",Sheffield Utd,32,1988,31,31,2576,28.6,0,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,0.9,1.6,0.03,0.03,0.06,0.03,0.06,939,1153,81.4,14844,4414,493,557,88.5,364,426,85.4,62,116,53.4,1,0.9,0.9,0.1,11,50,14,6,45,1153,1071,80,10,0,4,25,69,0,0,0,0,939,2,16,28,0.98,19,1,3,0,2,3,3,0.1,0,1,1,0,0,1,69,42,41,23,5,41,67,61.2,26,36,15,21,49,118,105,1,1509,169,574,659,294,41,1509,21,30,70.0,30,19,789,35,83,75.3,83.0,21,0,0.0,0,0.55,14,51,-37,-1.29,-0.65,23.7,44.9,-21.2,-0.74,0.16,0,25,28,6,25,42,1,1,0,158,54,61,47.0,0,10,1,10.0,0.35,0.03,0.0,0.0,13.3,0,0.07,-0.7,-0.7
49,Michy Batshuayi,BEL,FW,Crystal Palace,26,1993,18,7,728,8.1,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.6,1.6,1.6,3.2,0.19,0.2,0.4,0.19,0.4,122,174,70.1,1523,294,81,99,81.8,30,37,81.1,3,5,60.0,1,1.6,1.0,-0.6,9,8,5,0,11,174,160,14,1,0,0,5,2,0,0,0,0,122,0,9,23,2.84,15,1,4,0,3,0,3,0.37,2,0,0,0,1,0,5,3,1,2,2,1,9,11.1,8,5,1,4,4,9,5,0,253,6,23,131,102,25,253,11,17,64.7,26,22,195,44,40,21.3,79.0,2,11,16.0,17,0.94,10,15,-5,-0.62,0.05,8.8,11.2,-2.4,-0.3,0.42,0,12,5,11,5,3,1,0,0,15,10,15,40.0,2,12,6,50.0,1.48,0.74,0.17,0.33,17.0,0,0.13,0.4,0.4
50,Jan Bednarek,POL,DF,Southampton,24,1996,36,36,3100,34.4,1,1,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,0.7,0.7,0.6,1.3,0.02,0.02,0.04,0.02,0.04,1734,2115,82.0,29050,11094,792,885,89.5,795,893,89.0,108,269,40.1,1,0.6,1.0,0.4,5,77,3,0,55,2115,2016,96,52,0,10,0,44,0,0,0,0,1734,3,12,24,0.7,16,1,0,4,0,3,2,0.06,2,0,0,0,0,0,37,19,25,11,1,25,49,51.0,24,44,27,17,84,121,132,0,2475,274,1272,1156,57,16,2475,5,6,83.3,11,5,1514,3,86,90.6,86.0,32,0,0.0,1,1.11,41,59,-18,-0.52,0.32,36.2,45.8,-9.6,-0.28,0.34,0,30,13,0,0,19,0,1,1,205,95,53,64.2,1,10,5,50.0,0.29,0.15,0.1,0.2,10.6,0,0.07,0.3,0.3
51,Donny van de Beek,NED,"MF,FW",Manchester Utd,23,1997,19,4,524,5.8,1,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,0.4,0.4,0.9,1.3,0.06,0.16,0.22,0.06,0.22,237,275,86.2,3308,739,146,163,89.6,74,80,92.5,8,12,66.7,1,0.9,0.8,0.1,3,12,1,0,7,275,267,8,4,0,2,0,2,0,0,0,0,237,0,9,12,2.05,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0,15,10,2,11,2,7,15,46.7,8,10,1,9,6,21,7,0,345,12,58,183,107,25,345,8,11,72.7,11,8,244,34,28,15.3,79.0,3,15,14.0,15,1.89,19,12,7,1.2,0.52,13.2,8.0,5.2,0.88,0.47,0,5,6,0,0,10,1,0,0,38,2,5,28.6,1,2,1,50.0,0.34,0.17,0.5,1.0,18.4,0,0.18,0.6,0.6
52,Hector Bellerin,ESP,"DF,MF",Arsenal,25,1995,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.03,0.1,0.14,0.03,0.14,1080,1324,81.6,15904,4280,603,676,89.2,416,497,83.7,31,54,57.4,2,2.4,2.6,-0.4,20,69,26,9,64,1324,1158,163,10,2,5,54,153,0,0,0,0,1080,3,32,45,1.94,42,0,0,2,1,0,7,0.3,6,0,0,0,1,0,29,19,14,12,3,12,41,29.3,29,26,8,18,33,62,33,0,1512,56,391,652,479,47,1512,12,25,48.0,24,5,956,74,84,61.1,86.0,20,1,22.0,9,1.48,26,24,2,0.09,-0.86,28.5,28.0,0.6,0.03,-0.53,0,21,7,1,54,19,1,0,0,91,31,30,50.8,1,15,5,33.3,0.65,0.22,0.07,0.2,20.3,0,0.05,0.2,0.2
53,Said Benrahma,ALG,"FW,MF",West Ham,24,1995,30,14,1391,15.5,1,6,1,0,0,0,0,0.06,0.39,0.45,0.06,0.45,2.6,2.6,4.1,6.7,0.17,0.26,0.43,0.17,0.43,411,536,76.7,5618,1648,251,279,90.0,120,161,74.5,17,46,37.0,6,4.1,3.2,1.9,27,43,20,8,37,536,519,14,1,3,1,44,5,0,0,0,0,411,3,9,63,4.07,52,0,4,3,3,1,10,0.65,10,0,0,0,0,0,24,15,8,11,5,8,28,28.6,20,10,0,10,8,32,8,0,743,13,114,302,345,49,743,42,80,52.5,48,33,529,72,46,40.7,77.0,2,16,20.0,2,1.77,27,19,8,0.52,0.21,24.6,21.4,3.2,0.21,0.05,0,14,15,2,44,15,0,1,0,91,2,13,13.3,1,35,12,34.3,2.26,0.78,0.03,0.08,21.2,1,0.07,-1.6,-1.6
54,Josh Benson,ENG,MF,Burnley,20,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.07,0.0,0.07,0.07,0.07,62,85,72.9,738,273,37,38,97.4,15,24,62.5,2,7,28.6,0,0.0,0.1,0.0,0,7,0,0,4,85,83,2,1,0,0,5,1,0,0,0,0,62,0,4,2,0.68,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,3,0,2,1,6,16.7,5,3,0,3,3,8,2,0,109,3,16,59,35,2,109,2,7,28.6,4,4,72,4,44,7.7,82.0,1,4,25.0,17,1.17,1,7,-6,-2.05,-1.59,2.4,5.6,-3.2,-1.09,-0.74,0,4,1,0,5,1,0,1,0,18,2,4,33.3,0,2,0,0.0,0.68,0.0,0.0,0.0,24.2,1,0.1,-0.2,-0.2
55,Christian Benteke,BEL,FW,Crystal Palace,29,1990,30,21,1816,20.2,10,1,10,0,0,3,1,0.5,0.05,0.55,0.5,0.55,8.3,8.3,0.9,9.1,0.41,0.04,0.45,0.41,0.45,339,583,58.1,4059,800,229,359,63.8,63,124,50.8,14,19,73.7,1,0.9,1.0,0.1,15,27,11,1,24,583,567,12,1,0,1,3,1,0,0,0,0,339,4,9,38,1.88,29,0,4,2,1,2,3,0.15,1,0,1,0,0,1,15,7,1,7,7,2,9,22.2,7,17,6,11,4,19,39,0,830,53,81,408,349,117,830,16,27,59.3,59,27,652,132,61,53.1,81.0,11,9,13.0,4,1.07,23,34,-11,-0.55,0.24,20.4,31.5,-11.1,-0.55,0.18,1,35,20,14,3,7,0,0,0,45,204,154,57.0,10,71,33,46.5,3.52,1.64,0.14,0.3,12.5,0,0.12,1.7,1.7
56,Gaetano Berardi,SUI,DF,Leeds United,31,1988,2,1,113,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,50,63,79.4,785,388,24,27,88.9,23,28,82.1,2,5,40.0,0,0.0,0.0,0.0,0,2,1,0,2,63,56,6,0,0,0,1,6,0,0,0,0,50,1,0,1,0.8,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,0,0,0.0,0,2,1,1,1,3,2,0,72,6,37,32,3,1,72,0,0,0.0,0,0,45,0,57,3.3,68.0,0,1,45.0,9,3.0,4,0,4,3.19,3.08,2.7,1.4,1.3,1.06,1.16,0,1,0,0,1,2,0,0,0,7,4,3,57.1,0,1,0,0.0,0.8,0.0,0.0,0.0,8.3,0,0.11,-0.1,-0.1
57,Johann Berg Gudmundsson,ISL,MF,Burnley,29,1990,22,16,1363,15.1,2,0,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,1.2,1.2,0.5,1.7,0.08,0.03,0.11,0.08,0.11,355,473,75.1,5201,1223,206,243,84.8,100,131,76.3,28,61,45.9,0,0.5,0.8,-0.5,9,25,12,4,27,473,465,5,0,1,3,31,2,3,3,0,0,355,3,4,28,1.85,23,0,1,1,3,0,0,0.0,0,0,0,0,0,0,19,11,6,9,4,11,23,47.8,12,11,2,9,17,36,19,0,615,27,100,269,252,29,615,10,27,37.0,17,12,410,41,62,39.9,76.0,4,6,24.0,4,0.86,15,24,-9,-0.59,-0.03,17.0,20.4,-3.5,-0.23,0.29,0,11,16,1,31,11,0,0,0,81,19,27,41.3,2,19,8,42.1,1.25,0.53,0.11,0.25,21.5,1,0.06,0.8,0.8
58,Sander Berge,NOR,MF,Sheffield Utd,22,1998,15,13,1120,12.4,1,1,0,1,1,4,0,0.08,0.08,0.16,0.0,0.08,1.2,0.4,1.1,1.6,0.1,0.09,0.19,0.04,0.13,378,464,81.5,5944,1356,198,229,86.5,138,154,89.6,28,45,62.2,1,1.1,0.8,-0.1,13,28,4,2,24,464,454,8,3,0,3,23,3,2,2,0,0,378,2,9,23,1.85,20,0,2,1,0,0,1,0.08,0,0,0,1,0,0,16,7,8,5,3,7,15,46.7,8,11,2,9,4,20,18,0,585,31,109,293,194,31,584,20,32,62.5,24,13,388,24,75,32.7,82.0,11,2,30.0,0,0.07,6,23,-17,-1.37,-0.35,12.0,19.7,-7.8,-0.62,0.23,0,14,4,2,23,7,0,0,0,68,16,15,51.6,1,9,1,11.1,0.72,0.08,0.0,0.0,18.0,0,0.05,-0.2,-0.4
59,Steven Bergwijn,NED,"FW,MF",Tottenham,22,1997,21,13,1208,13.4,1,3,1,0,0,3,0,0.07,0.22,0.3,0.07,0.3,2.0,2.0,0.9,2.9,0.15,0.06,0.21,0.15,0.21,350,430,81.4,4248,714,228,254,89.8,90,117,76.9,4,17,23.5,3,0.9,0.8,2.1,13,15,8,0,13,430,421,9,2,0,1,13,1,4,3,0,0,350,0,8,35,2.61,24,1,2,3,5,0,7,0.52,3,0,2,1,1,0,15,7,8,3,4,7,20,35.0,13,7,1,6,5,20,9,0,553,11,82,237,247,32,553,22,45,48.9,30,15,409,67,58,35.3,79.0,2,8,22.0,5,1.67,21,15,6,0.45,-0.24,12.7,20.0,-7.3,-0.55,-1.01,0,20,16,1,13,7,1,0,0,76,2,10,16.7,1,15,6,40.0,1.12,0.45,0.07,0.17,17.1,0,0.13,-1.0,-1.0
60,Bernard,BRA,"MF,FW",Everton,27,1992,12,3,455,5.1,1,0,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2,0.3,0.3,0.6,0.8,0.05,0.11,0.16,0.05,0.16,219,270,81.1,3230,813,116,129,89.9,81,96,84.4,11,18,61.1,0,0.6,0.8,-0.6,10,17,11,3,15,270,263,5,1,0,1,14,2,0,0,0,0,219,2,10,22,4.35,19,0,1,1,1,0,2,0.4,2,0,0,0,0,0,8,3,3,3,2,7,15,46.7,8,5,0,5,8,16,6,0,332,7,34,161,138,15,332,10,16,62.5,16,11,243,28,38,13.3,79.0,1,9,24.0,21,0.5,4,7,-3,-0.59,-0.65,3.7,7.8,-4.1,-0.81,-0.8,0,6,7,0,14,3,0,0,0,31,0,1,0.0,1,6,2,33.3,1.19,0.4,0.17,0.5,22.5,0,0.04,0.7,0.7
