,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
22,Stuart Armstrong,SCO,MF,Southampton,27,1992,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.8,2.8,2.0,4.8,0.15,0.1,0.25,0.15,0.25,464,616,75.3,6611,2171,265,323,82.0,154,191,80.6,22,35,62.9,3,2.0,1.4,1.0,18,36,22,4,53,616,594,21,0,2,0,23,13,0,0,0,0,464,1,30,60,3.15,43,0,6,5,5,1,8,0.42,4,0,1,2,0,1,32,19,19,11,2,9,38,23.7,29,22,4,18,11,43,23,1,890,49,148,417,336,42,890,30,53,56.6,55,25,539,78,57,50.1,82.0,7,11,15.0,2,1.5,32,25,7,0.37,1.21,27.8,28.0,-0.2,-0.01,-0.2,0,25,20,4,23,19,0,0,0,106,13,29,31.0,5.0,46.0,20.0,43.5,2.41,1.05,0.11,0.25,21.2,0.0,0.06,2.2,2.2
24,Christian Atsu,GHA,"MF,FW",Newcastle Utd,27,1992,19,6,749,8.3,0,3,0,0,0,2,0,0.0,0.36,0.36,0.0,0.36,0.2,0.2,1.3,1.5,0.03,0.15,0.18,0.03,0.18,167,218,76.6,2225,540,95,109,87.2,40,51,78.4,10,21,47.6,3,1.3,0.9,1.7,13,5,10,5,11,218,206,10,2,1,0,17,1,6,0,3,0,167,2,7,25,3.0,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0,10,8,5,5,0,5,14,35.7,9,19,0,19,5,15,9,0,329,11,75,123,141,12,329,16,36,44.4,20,17,207,16,39,21.9,82.0,3,13,20.0,9,1.11,4,15,-11,-1.32,-1.02,4.6,15.4,-10.8,-1.29,-0.64,0,11,10,4,17,8,0,0,0,42,6,14,30.0,0.0,5.0,1.0,20.0,0.6,0.12,0.0,0.0,19.1,0.0,0.04,-0.2,-0.2
25,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,30,1989,36,35,3136,34.8,22,3,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,14.7,13.2,3.3,16.5,0.42,0.09,0.52,0.38,0.47,614,912,67.3,8262,2061,373,461,80.9,169,277,61.0,25,54,46.3,3,3.3,4.1,-0.3,26,25,47,16,60,912,881,28,0,7,1,89,3,1,0,0,0,614,3,32,69,1.98,48,0,6,7,6,2,12,0.34,8,0,0,2,1,1,31,19,10,12,9,12,51,23.5,39,39,1,38,14,45,16,0,1226,26,141,432,665,148,1224,17,38,44.7,58,31,919,212,87,91.7,89.0,31,1,33.0,0,1.5,51,44,7,0.2,-0.12,43.4,49.9,-6.5,-0.19,0.38,0,14,20,20,89,19,0,0,0,92,33,58,36.3,22.0,91.0,40.0,44.0,2.61,1.15,0.22,0.5,15.5,2.0,0.14,7.3,6.8
26,Serge Aurier,CIV,DF,Tottenham,26,1992,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.2,0.03,0.2,0.5,0.5,3.4,3.9,0.02,0.11,0.13,0.02,0.13,1263,1676,75.4,17830,6134,768,874,87.9,382,533,71.7,54,124,43.5,5,3.4,2.8,1.6,33,62,37,16,86,1676,1409,264,9,0,3,137,255,0,0,0,0,1263,3,51,49,1.63,43,1,2,0,1,2,7,0.23,6,0,0,0,0,1,93,69,58,27,8,39,69,56.5,30,38,6,32,47,140,98,2,2052,126,571,904,609,51,2052,39,64,60.9,54,28,1138,94,82,78.9,86.0,23,2,13.0,2,1.64,51,32,19,0.63,1.26,38.6,39.4,-0.8,-0.03,0.66,1,41,22,6,137,69,0,2,1,165,70,64,52.2,1.0,13.0,4.0,30.8,0.43,0.13,0.08,0.25,19.1,0.0,0.04,0.5,0.5
27,Jordan Ayew,GHA,FW,Crystal Palace,27,1991,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,7.5,7.5,2.5,10.0,0.21,0.07,0.29,0.21,0.29,673,853,78.9,8490,1767,425,488,87.1,150,190,78.9,36,52,69.2,2,2.5,2.0,-0.5,30,38,21,0,43,853,816,34,4,2,2,25,11,1,0,0,0,673,3,24,81,2.32,49,0,13,3,13,3,7,0.2,3,0,2,1,1,0,48,30,10,22,16,17,49,34.7,32,29,4,25,15,63,21,0,1299,30,157,594,580,121,1299,73,117,62.4,113,95,938,147,85,92.0,85.0,23,0,0.0,1,1.16,28,45,-17,-0.49,0.18,32.5,51.1,-18.5,-0.53,0.34,0,59,105,9,25,30,0,0,0,147,77,169,31.3,9.0,58.0,24.0,41.4,1.66,0.69,0.16,0.38,14.8,0.0,0.13,1.5,1.5
28,Cesar Azpilicueta,ESP,DF,Chelsea,29,1989,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.4,2.4,6.0,8.5,0.07,0.17,0.24,0.07,0.24,2317,2943,78.7,34946,12825,1262,1406,89.8,857,1098,78.1,124,247,50.2,6,6.0,5.0,0.0,45,148,58,26,143,2943,2527,407,29,0,12,121,378,0,0,0,0,2317,9,50,87,2.42,76,2,2,3,1,3,8,0.22,5,1,0,1,0,1,86,56,40,32,14,35,69,50.7,34,56,21,35,67,153,94,0,3314,116,924,1606,797,93,3314,12,21,57.1,27,13,2145,113,90,94.4,90.0,35,0,0.0,2,1.75,67,53,14,0.39,-0.08,63.1,37.3,25.8,0.72,-1.55,0,40,15,3,121,56,0,0,0,172,92,62,59.7,2.0,29.0,6.0,20.7,0.81,0.17,0.07,0.33,13.8,0.0,0.08,-0.4,-0.4
29,Eric Bailly,CIV,DF,Manchester Utd,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,78,89.7,1196,470,27,29,93.1,38,40,95.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,2,78,76,2,2,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,3,0,4,4,7,1,92,15,44,49,0,0,92,1,1,100.0,1,1,53,1,38,4.4,90.0,1,3,20.0,10,2.5,5,1,4,2.4,1.68,2.0,2.2,-0.2,-0.14,-0.82,0,2,0,0,0,0,0,1,0,9,8,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Leighton Baines,ENG,DF,Everton,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,0.01,0.18,0.2,0.01,0.2,176,218,80.7,2671,991,106,113,93.8,54,65,83.1,13,26,50.0,0,0.8,0.7,-0.8,7,7,5,4,9,218,165,51,6,0,0,27,34,11,9,2,0,176,2,6,15,3.34,9,5,0,0,1,0,0,0.0,0,0,0,0,0,0,10,6,6,2,2,8,10,80.0,2,5,2,3,5,15,14,0,259,19,62,100,100,1,259,2,4,50.0,3,2,147,4,51,11.8,76.0,2,4,25.0,19,1.38,7,8,-1,-0.22,0.11,8.5,6.3,2.2,0.49,0.48,0,1,4,0,27,6,0,0,0,17,5,7,41.7,0.0,1.0,0.0,0.0,0.22,0.0,0.0,0.0,31.0,1.0,0.05,-0.1,-0.1
31,Fabian Balbuena,PAR,DF,West Ham,27,1991,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,1.5,1.5,0.5,2.0,0.12,0.03,0.15,0.12,0.15,365,512,71.3,7542,3221,121,155,78.1,186,221,84.2,55,119,46.2,0,0.5,0.2,-0.5,1,25,2,0,34,512,489,20,15,1,7,1,5,0,0,0,0,365,3,7,9,0.69,5,0,1,2,0,1,0,0.0,0,0,0,0,0,0,17,12,13,3,1,9,25,36.0,16,15,5,10,26,43,75,3,676,91,343,311,24,15,676,2,2,100.0,6,1,334,2,69,34.4,90.0,13,4,2.0,21,1.18,12,24,-12,-0.92,-0.88,14.9,23.5,-8.6,-0.66,-0.39,0,6,2,0,1,12,0,0,0,65,53,36,59.6,1.0,10.0,4.0,40.0,0.76,0.31,0.1,0.25,8.9,0.0,0.15,-0.5,-0.5
32,George Baldock,GRE,DF,Sheffield Utd,26,1993,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.6,0.6,1.7,2.4,0.02,0.05,0.06,0.02,0.06,1143,1522,75.1,15916,5444,719,795,90.4,323,417,77.5,55,162,34.0,3,1.7,2.3,1.3,23,66,46,30,74,1522,1241,276,5,0,1,128,271,0,0,0,0,1143,5,70,70,1.84,53,5,6,0,6,0,6,0.16,4,0,1,0,1,0,62,43,35,17,10,27,47,57.4,20,26,3,23,34,96,83,3,1875,101,405,620,861,54,1875,42,70,60.0,43,22,1032,87,90,100.0,90.0,38,0,0.0,0,1.42,39,39,0,0.0,0.0,43.0,51.0,-7.9,-0.21,0.0,0,47,44,11,128,43,1,0,0,167,38,57,40.0,2.0,13.0,4.0,30.8,0.34,0.11,0.15,0.5,16.9,0.0,0.05,1.4,1.4
33,Phil Bardsley,SCO,DF,Burnley,34,1985,21,21,1890,21.0,0,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,0.3,0.3,1.4,1.7,0.02,0.07,0.08,0.02,0.08,604,921,65.6,10172,4819,303,354,85.6,224,330,67.9,60,180,33.3,1,1.4,1.2,-0.4,10,71,18,5,56,921,673,240,18,3,7,33,222,0,0,0,0,604,8,17,22,1.05,14,4,0,1,0,3,2,0.1,0,1,0,0,0,1,49,36,16,24,9,24,37,64.9,13,24,11,13,30,79,73,0,1136,98,325,611,211,11,1136,4,7,57.1,13,3,483,15,90,55.3,90.0,21,0,0.0,10,1.67,26,19,7,0.33,1.16,28.5,25.6,2.9,0.14,0.45,0,35,13,0,33,36,0,0,0,80,36,24,60.0,0.0,11.0,4.0,36.4,0.52,0.19,0.0,0.0,25.4,0.0,0.03,-0.3,-0.3
34,Ross Barkley,ENG,MF,Chelsea,25,1993,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.7,2.7,2.3,5.1,0.22,0.19,0.41,0.22,0.41,555,635,87.4,9250,1867,280,310,90.3,182,194,93.8,68,79,86.1,4,2.3,2.6,1.7,24,53,18,2,44,635,619,14,8,6,9,12,3,3,1,0,0,555,2,8,52,4.24,35,1,6,5,3,2,6,0.49,5,0,0,1,0,0,16,9,6,6,4,5,18,27.8,13,7,2,5,7,23,7,0,770,11,82,401,296,31,770,27,40,67.5,25,34,610,60,53,32.3,72.0,4,8,21.0,7,2.05,27,14,13,1.06,0.98,26.8,11.0,15.8,1.29,0.71,0,9,15,0,12,9,0,0,0,69,12,13,48.0,1.0,40.0,12.0,30.0,3.26,0.98,0.03,0.08,22.4,5.0,0.07,-1.7,-1.7
35,Ashley Barnes,ENG,FW,Burnley,29,1989,19,17,1352,15.0,6,0,5,1,1,4,0,0.4,0.0,0.4,0.33,0.33,6.2,5.4,0.3,5.7,0.41,0.02,0.43,0.36,0.38,138,259,53.3,1684,364,83,120,69.2,37,74,50.0,4,18,22.2,0,0.3,0.4,-0.3,5,5,8,0,15,259,255,2,0,3,0,5,1,0,0,0,0,138,2,14,24,1.6,16,0,1,2,5,0,3,0.2,2,0,0,0,1,0,10,5,3,5,2,3,9,33.3,6,7,2,5,6,16,9,0,416,11,36,189,193,50,415,6,14,42.9,38,19,335,62,71,39.5,77.0,5,2,25.0,0,1.26,19,21,-2,-0.13,0.08,18.2,15.4,2.8,0.19,0.41,0,35,40,13,5,5,1,0,0,37,58,85,40.6,6.0,39.0,11.0,28.2,2.6,0.73,0.13,0.45,15.9,0.0,0.14,-0.2,-0.4
36,Harvey Barnes,ENG,"MF,FW",Leicester City,21,1997,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.6,0.26,0.6,8.1,8.1,4.1,12.2,0.35,0.18,0.53,0.35,0.53,562,745,75.4,7466,1732,352,418,84.2,150,194,77.3,21,39,53.8,8,4.1,3.0,3.9,35,30,34,2,68,745,740,1,0,5,3,41,1,0,0,0,0,562,4,17,87,3.76,66,0,11,6,4,0,16,0.69,11,0,4,1,0,0,16,11,7,7,2,5,23,21.7,18,13,3,10,8,24,6,1,1000,9,85,349,591,121,1000,43,81,53.1,59,23,805,161,58,60.9,74.0,4,12,26.0,2,1.61,38,24,14,0.6,-0.2,38.1,27.9,10.2,0.44,0.0,0,20,29,4,41,11,1,0,0,91,28,38,42.4,6.0,61.0,28.0,45.9,2.64,1.21,0.1,0.21,16.7,0.0,0.13,-2.1,-2.1
37,Chris Basham,ENG,DF,Sheffield Utd,31,1988,38,38,3242,36.0,0,1,0,0,0,4,0,0.0,0.03,0.03,0.0,0.03,0.3,0.3,1.3,1.6,0.01,0.04,0.04,0.01,0.04,1091,1546,70.6,18241,6389,531,614,86.5,434,638,68.0,91,198,46.0,1,1.3,1.3,-0.3,12,83,8,4,60,1546,1349,190,18,0,10,51,172,0,0,0,0,1091,7,25,30,0.83,24,1,2,0,0,3,3,0.08,3,0,0,0,0,0,85,48,58,20,7,48,81,59.3,33,38,15,23,77,162,173,1,2022,245,821,879,346,40,2022,24,37,64.9,33,8,888,43,85,94.8,85.0,25,0,0.0,0,1.42,33,37,-4,-0.11,-2.13,39.1,47.2,-8.1,-0.22,-0.29,0,26,31,5,51,48,0,1,0,188,107,62,63.3,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,13.5,0.0,0.05,-0.3,-0.3
38,Borja Baston,ESP,"MF,FW",Aston Villa,26,1992,2,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,66.7,75,25,2,3,66.7,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,0,1,8,1,1,5,3,1,8,0,0,0.0,1,0,4,0,9,0.5,0.0,0,2,9.0,3,0.0,0,2,-2,-10.0,-9.37,0.0,1.3,-1.3,-6.33,-5.74,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Michy Batshuayi,BEL,FW,Chelsea,25,1993,16,1,239,2.7,1,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.4,2.4,0.2,2.6,0.92,0.06,0.98,0.92,0.98,64,78,82.1,641,80,41,48,85.4,11,14,78.6,0,1,0.0,1,0.2,0.2,0.8,3,0,0,0,0,78,69,9,0,0,0,0,0,0,0,0,0,64,0,2,7,2.64,5,0,1,1,0,0,2,0.75,1,0,0,1,0,0,4,1,2,2,0,0,5,0.0,5,1,1,0,0,4,1,0,122,3,10,58,57,29,122,4,8,50.0,13,4,87,25,15,7.0,67.0,0,15,11.0,12,1.5,5,8,-3,-1.13,-1.64,5.8,3.4,2.4,0.89,0.1,0,4,4,7,0,1,0,0,0,11,6,13,31.6,1.0,15.0,2.0,13.3,5.65,0.75,0.07,0.5,13.8,0.0,0.16,-1.4,-1.4
40,Jan Bednarek,POL,DF,Southampton,23,1996,34,34,3057,34.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,1.1,2.2,0.03,0.03,0.07,0.03,0.07,1183,1595,74.2,21460,8491,480,568,84.5,589,758,77.7,103,222,46.4,1,1.1,0.7,-0.1,3,57,2,0,68,1595,1509,82,29,0,7,1,53,0,0,0,0,1183,4,14,19,0.56,15,0,0,2,1,1,1,0.03,0,0,0,1,0,0,65,38,41,18,6,31,61,50.8,30,44,23,21,77,142,198,4,2035,270,951,1052,40,15,2035,2,2,100.0,11,1,960,0,90,89.4,90.0,33,0,0.0,2,1.26,43,57,-14,-0.41,-1.65,50.1,48.9,1.2,0.04,-0.48,0,33,12,0,1,38,0,1,1,161,125,46,73.1,1.0,7.0,1.0,14.3,0.21,0.03,0.14,1.0,7.8,0.0,0.16,-0.1,-0.1
41,Hector Bellerin,ESP,"DF,MF",Arsenal,24,1995,15,13,1158,12.9,1,0,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,575,711,80.9,8755,2624,294,327,89.9,251,299,83.9,14,28,50.0,0,0.4,0.8,-0.4,3,39,7,2,41,711,583,126,14,0,3,27,112,0,0,0,0,575,2,30,15,1.17,13,0,1,1,0,0,0,0.0,0,0,0,0,0,0,20,13,7,11,2,11,29,37.9,18,20,4,16,19,39,27,1,832,34,251,380,207,21,832,18,31,58.1,14,12,502,34,77,33.9,88.0,10,2,9.0,5,1.47,20,18,2,0.16,-0.08,15.5,20.4,-4.9,-0.38,-0.25,0,15,3,1,27,13,0,0,0,54,13,16,44.8,1.0,7.0,2.0,28.6,0.54,0.16,0.14,0.5,16.9,0.0,0.05,0.6,0.6
42,Ryan Bennett,ENG,DF,Wolves,29,1990,11,7,606,6.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,182,245,74.3,3384,1337,71,78,91.0,83,104,79.8,20,51,39.2,0,0.1,0.3,-0.1,2,17,2,1,13,245,232,13,0,0,2,4,13,0,0,0,0,182,0,1,8,1.19,6,2,0,0,0,0,1,0.15,0,1,0,0,0,0,4,2,4,0,0,2,6,33.3,4,14,8,6,9,13,29,0,315,48,159,129,28,7,315,0,0,0.0,2,1,157,0,55,17.7,74.0,5,4,22.0,5,1.45,6,9,-3,-0.45,-0.89,7.1,8.6,-1.6,-0.23,-0.8,0,4,1,0,4,2,0,0,0,32,20,13,60.6,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,10.8,0.0,0.05,-0.1,-0.1
43,Ryan Bennett,ENG,DF,Leicester City,29,1990,5,3,331,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,227,78.9,3223,1383,74,80,92.5,85,106,80.2,16,32,50.0,0,0.0,0.0,0.0,0,24,0,0,7,227,206,21,1,0,3,2,20,0,0,0,0,179,0,3,3,0.82,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,3,2,0,4,6,66.7,2,3,1,2,7,12,8,0,256,11,93,144,19,0,256,0,0,0.0,2,0,158,1,66,9.7,70.0,1,2,61.0,2,1.4,6,8,-2,-0.54,-1.36,7.3,5.6,1.7,0.47,0.03,0,3,0,0,2,4,0,0,0,22,8,11,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nabil Bentaleb,ALG,MF,Newcastle Utd,24,1994,12,8,751,8.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,348,409,85.1,6053,1163,145,161,90.1,149,170,87.6,38,48,79.2,0,0.2,0.2,-0.2,8,29,2,0,12,409,397,11,10,0,4,2,0,0,0,0,0,348,1,8,15,1.8,12,1,0,0,1,1,0,0.0,0,0,0,0,0,0,23,13,14,9,0,7,25,28.0,18,9,2,7,19,42,9,1,493,18,140,321,38,1,493,8,10,80.0,6,2,291,1,63,22.0,84.0,6,4,20.0,2,0.83,7,16,-9,-1.08,-0.71,7.0,14.4,-7.4,-0.88,-0.12,0,19,5,0,2,13,0,0,0,46,14,13,51.9,0.0,4.0,0.0,0.0,0.48,0.0,0.0,0.0,29.5,0.0,0.03,-0.1,-0.1
45,Christian Benteke,BEL,FW,Crystal Palace,28,1990,24,13,1261,14.0,2,1,2,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.6,7.7,0.36,0.19,0.55,0.36,0.55,184,342,53.8,2448,634,113,191,59.2,50,97,51.5,7,11,63.6,1,2.6,1.1,-1.6,19,15,12,0,23,342,330,12,0,2,2,5,0,0,0,0,0,184,0,4,40,2.85,29,0,2,4,3,2,5,0.36,5,0,0,0,0,0,9,5,1,6,2,0,10,0.0,10,11,4,7,4,13,28,1,529,38,53,224,261,81,529,19,23,82.6,47,23,397,84,53,36.9,86.0,6,11,13.0,3,1.21,11,18,-7,-0.5,0.0,14.8,23.7,-8.9,-0.64,-0.13,0,25,20,12,5,5,0,0,0,24,143,110,56.5,2.0,41.0,19.0,46.3,2.93,1.36,0.05,0.11,13.2,0.0,0.12,-3.1,-3.1
46,Johann Berg Gudmundsson,ISL,MF,Burnley,28,1990,12,6,621,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.6,0.6,1.0,1.6,0.09,0.14,0.23,0.09,0.23,134,196,68.4,2433,653,72,87,82.8,34,48,70.8,22,51,43.1,1,1.0,1.3,0.0,13,5,12,10,9,196,187,9,0,0,2,35,1,8,8,0,0,134,0,3,30,4.35,23,4,2,0,1,0,3,0.43,2,0,1,0,0,0,4,2,2,2,0,1,8,12.5,7,8,1,7,7,11,9,0,254,9,41,84,135,23,254,5,6,83.3,9,5,159,15,52,18.2,74.0,1,6,30.0,3,1.08,11,7,4,0.58,0.93,11.0,7.4,3.6,0.52,0.71,0,9,4,1,35,2,0,0,0,31,7,14,33.3,1.0,10.0,2.0,20.0,1.45,0.29,0.1,0.5,15.5,2.0,0.06,0.4,0.4
47,Sander Berge,NOR,MF,Sheffield Utd,21,1998,14,12,943,10.5,1,1,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,0.6,0.6,0.6,1.3,0.06,0.06,0.12,0.06,0.12,298,392,76.0,4903,1051,124,158,78.5,135,158,85.4,24,38,63.2,1,0.6,0.9,0.4,2,33,8,2,21,392,384,8,6,0,3,22,2,0,0,0,0,298,0,7,7,0.67,5,0,1,1,0,0,2,0.19,1,0,1,0,0,0,22,15,3,14,5,5,10,50.0,5,15,1,14,10,32,16,0,497,20,74,251,181,19,497,15,20,75.0,15,7,304,20,67,27.6,75.0,5,2,23.0,0,1.5,11,11,0,0.0,0.0,9.3,11.8,-2.5,-0.24,-0.05,0,18,5,1,22,15,0,0,0,56,35,16,68.6,1.0,5.0,2.0,40.0,0.48,0.19,0.2,0.5,13.5,0.0,0.12,0.4,0.4
48,Steven Bergwijn,NED,"FW,MF",Tottenham,21,1997,14,8,704,7.8,3,1,3,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.0,1.0,0.9,1.9,0.13,0.11,0.25,0.13,0.25,216,256,84.4,2488,425,146,161,90.7,39,50,78.0,4,8,50.0,1,0.9,0.8,0.1,13,6,11,4,9,256,246,10,3,2,0,10,2,3,2,0,0,216,0,4,30,3.84,27,0,1,0,2,0,3,0.38,3,0,0,0,0,0,10,6,3,6,1,4,12,33.3,8,12,0,12,1,11,5,0,340,3,47,161,138,19,340,8,18,44.4,17,10,232,37,50,20.6,73.0,2,6,20.0,0,1.79,11,9,2,0.26,-0.14,9.5,13.8,-4.3,-0.55,-0.49,0,7,10,0,10,6,1,0,0,39,7,8,46.7,3.0,9.0,4.0,44.4,1.15,0.51,0.33,0.75,15.1,0.0,0.12,2.0,2.0
49,Bernard,BRA,"MF,FW",Everton,26,1992,27,15,1280,14.2,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.8,1.8,2.4,4.1,0.13,0.17,0.29,0.13,0.29,423,578,73.2,6033,1772,230,279,82.4,138,181,76.2,22,44,50.0,2,2.4,2.3,-0.4,24,42,26,6,46,578,561,17,1,5,3,36,2,6,4,1,0,423,0,24,51,3.58,40,0,5,2,1,3,4,0.28,3,0,1,0,0,0,32,22,12,14,6,13,44,29.5,31,22,2,20,16,48,7,0,766,9,89,351,336,44,766,30,50,60.0,40,29,534,81,47,37.4,68.0,3,12,22.0,6,1.3,14,12,2,0.14,0.73,18.3,13.8,4.5,0.32,0.4,0,19,10,0,36,22,0,0,0,81,1,13,7.1,3.0,12.0,5.0,41.7,0.84,0.35,0.25,0.6,16.6,1.0,0.15,1.2,1.2
50,Bernardo,BRA,"DF,MF",Brighton,24,1995,14,7,679,7.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.1,1.6,0.06,0.15,0.21,0.06,0.21,286,395,72.4,4415,1827,147,181,81.2,118,158,74.7,12,34,35.3,0,1.1,0.3,-1.1,4,22,8,1,45,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,10,1.33,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,27,16,12,9,6,13,17,76.5,4,7,3,4,6,33,24,0,487,31,149,221,121,13,487,8,12,66.7,16,11,277,21,49,19.9,80.0,4,7,17.0,9,1.0,6,17,-11,-1.46,-1.33,8.3,11.5,-3.3,-0.43,-0.23,0,3,3,4,17,16,0,0,0,49,31,8,79.5,0.0,7.0,2.0,28.6,0.93,0.27,0.0,0.0,17.6,0.0,0.07,-0.5,-0.5
